"","country","sex","field.of.education","level.of.education","year","value","flag.codes","flags"
"5001","Portugal","F","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2013,882,"",""
"5002","Portugal","F","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2014,1016,"",""
"5003","Portugal","F","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2015,1063,"",""
"5004","Portugal","F","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2016,1410,"",""
"5005","Portugal","F","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2017,1591,"",""
"5006","Portugal","M","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2013,1845,"",""
"5007","Portugal","M","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2014,1937,"",""
"5008","Portugal","M","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2015,2226,"",""
"5009","Portugal","M","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2016,2657,"",""
"5010","Portugal","M","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2017,2991,"",""
"5011","Portugal","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2013,248,"",""
"5012","Portugal","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2014,276,"",""
"5013","Portugal","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2015,268,"",""
"5014","Portugal","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2016,362,"",""
"5015","Portugal","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,403,"",""
"5016","Portugal","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2013,591,"",""
"5017","Portugal","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2014,572,"",""
"5018","Portugal","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2015,621,"",""
"5019","Portugal","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2016,898,"",""
"5020","Portugal","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,950,"",""
"5021","Portugal","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2013,468,"",""
"5022","Portugal","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2014,516,"",""
"5023","Portugal","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2015,542,"",""
"5024","Portugal","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2016,705,"",""
"5025","Portugal","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,825,"",""
"5026","Portugal","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2013,868,"",""
"5027","Portugal","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2014,946,"",""
"5028","Portugal","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2015,1080,"",""
"5029","Portugal","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2016,1178,"",""
"5030","Portugal","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,1358,"",""
"5031","Portugal","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2013,166,"",""
"5032","Portugal","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2014,224,"",""
"5033","Portugal","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2015,253,"",""
"5034","Portugal","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2016,329,"",""
"5035","Portugal","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,340,"",""
"5036","Portugal","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2013,386,"",""
"5037","Portugal","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2014,419,"",""
"5038","Portugal","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2015,524,"",""
"5039","Portugal","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2016,552,"",""
"5040","Portugal","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,628,"",""
"5041","Slovak Republic","F","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2013,6699,"",""
"5042","Slovak Republic","F","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2014,6457,"",""
"5043","Slovak Republic","F","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2015,6745,"",""
"5044","Slovak Republic","F","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2016,6086,"",""
"5045","Slovak Republic","F","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2017,5474,"",""
"5046","Slovak Republic","M","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2013,4265,"",""
"5047","Slovak Republic","M","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2014,3836,"",""
"5048","Slovak Republic","M","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2015,4133,"",""
"5049","Slovak Republic","M","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2016,3739,"",""
"5050","Slovak Republic","M","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2017,3275,"",""
"5051","Slovak Republic","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2013,3991,"",""
"5052","Slovak Republic","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2014,3876,"",""
"5053","Slovak Republic","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2015,3976,"",""
"5054","Slovak Republic","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2016,3546,"",""
"5055","Slovak Republic","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3130,"",""
"5056","Slovak Republic","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2013,2316,"",""
"5057","Slovak Republic","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2014,2123,"",""
"5058","Slovak Republic","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2015,2456,"",""
"5059","Slovak Republic","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2016,2138,"",""
"5060","Slovak Republic","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1807,"",""
"5061","Slovak Republic","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2013,1834,"",""
"5062","Slovak Republic","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2014,1770,"",""
"5063","Slovak Republic","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2015,1940,"",""
"5064","Slovak Republic","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2016,1800,"",""
"5065","Slovak Republic","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,1679,"",""
"5066","Slovak Republic","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2013,1328,"",""
"5067","Slovak Republic","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2014,1119,"",""
"5068","Slovak Republic","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2015,1102,"",""
"5069","Slovak Republic","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2016,1053,"",""
"5070","Slovak Republic","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,972,"",""
"5071","Slovak Republic","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2013,874,"",""
"5072","Slovak Republic","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2014,811,"",""
"5073","Slovak Republic","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2015,829,"",""
"5074","Slovak Republic","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2016,740,"",""
"5075","Slovak Republic","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,665,"",""
"5076","Slovak Republic","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2013,621,"",""
"5077","Slovak Republic","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2014,594,"",""
"5078","Slovak Republic","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2015,575,"",""
"5079","Slovak Republic","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2016,548,"",""
"5080","Slovak Republic","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,496,"",""
"5081","Slovak Republic","F","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2013,852,"",""
"5082","Slovak Republic","F","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2014,847,"",""
"5083","Slovak Republic","F","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2015,809,"",""
"5084","Slovak Republic","F","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2016,862,"",""
"5085","Slovak Republic","F","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2017,884,"",""
"5086","Slovak Republic","M","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2013,6610,"",""
"5087","Slovak Republic","M","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2014,6647,"",""
"5088","Slovak Republic","M","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2015,6095,"",""
"5089","Slovak Republic","M","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2016,6019,"",""
"5090","Slovak Republic","M","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2017,6100,"",""
